GEOID,median_rent,median_value,median_income,log_rent,log_value,log_income,mf_share,gentle_density_share,high_density_share,sf_share,renter_share,treated_dupac,minority_share,poverty_rate,bea_monthly_cost
25003901100,909.0,168900.0,55907.0,6.812345094177479,12.037062102795892,10.931444874916965,0.20085995085995087,0.11056511056511056,0.09029484029484029,0.7487714987714987,0.23800623052959502,0,0.02994186046511628,0.06845889340418881,885.3175
25003920101,996.0,278000.0,79191.0,6.903747257584598,12.535376392672774,11.279617934981781,0.2868617326448652,0.1927710843373494,0.09409064830751578,0.6528973034997131,0.2343211578221916,1,0.11069126472549455,0.09208400646203554,1457.1833333333334
25003920102,903.0,380500.0,86765.0,6.805722553416985,12.849241456283877,11.370958593524604,0.2997639653815893,0.12981904012588513,0.16994492525570418,0.7002360346184107,0.2937062937062937,0,0.12699386503067484,0.14536585365853658,1994.4541666666667
25003921500,757.0,155200.0,44500.0,6.6293632534374485,11.952469886731256,10.703244468154331,0.37049861495844877,0.24861495844875348,0.12188365650969529,0.6295013850415513,0.3380952380952381,1,0.011513714866237725,0.15137148662377242,813.5066666666667
25013813209,1423.0,176200.0,60028.0,7.260522598089852,12.079374992484215,11.00256639901588,0.4419435512683101,0.024294390853876385,0.41764916041443373,0.5580564487316899,0.30583058305830585,0,0.06103138306260842,0.11936026936026936,923.5816666666666
25011040702,736.0,218200.0,63885.0,6.601230118728877,12.293167352381108,11.064839871025423,0.2094958394517866,0.14390602055800295,0.06558981889378365,0.754282917278512,0.28240252897787144,0,0.018298261665141813,0.06198536139066789,1143.7316666666666
25011040900,951.0,287900.0,76250.0,6.85751406254539,12.570368476600267,11.241772694469658,0.23264367816091955,0.18758620689655173,0.045057471264367814,0.7673563218390804,0.21118951612903225,1,0.05667855727308759,0.09155937052932761,1509.0758333333333
25011040200,925.0,244600.0,67620.0,6.829793737512425,12.407379502235209,11.121659076261876,0.10812209001551992,0.0775995861355406,0.030522503879979308,0.8541127780651836,0.17498565691336776,0,0.0186164100206849,0.0729455216989843,1282.1116666666667
25011040400,863.0,200500.0,56713.0,6.760414691083428,12.20856952572876,10.945758740331856,0.10644589000591366,0.09698403311649911,0.009461856889414548,0.8675340035481963,0.14622314622314622,0,0.04058394160583942,0.10687924416888102,1050.9541666666667
25011041000,635.0,223700.0,69830.0,6.453624998892692,12.318061147478222,11.153818995840082,0.26749271137026237,0.13338192419825073,0.13411078717201166,0.7325072886297376,0.20074349442379183,0,0.07418761496014716,0.14135959339263024,1172.5608333333332
25011040100,958.0,222200.0,56865.0,6.86484777797086,12.311333156187667,10.948435316618545,0.07167497125335377,0.06860866232272901,0.0030663089306247606,0.8167880413951706,0.16037219485495346,0,0.020837951673686544,0.13434501227404597,1164.6983333333333
25011041100,878.0,218300.0,65406.0,6.777646593635117,12.293625542538035,11.088369276356413,0.22814982973893302,0.12939841089670828,0.09875141884222474,0.7196367763904654,0.24623720650210718,0,0.03345925526173772,0.057708161582852434,1144.2558333333334
25011041400,948.0,165400.0,36184.0,6.854354502255021,12.016122061571728,10.496372311157678,0.6421861656703672,0.24850555081127243,0.3936806148590948,0.3578138343296328,0.6663498098859315,1,0.2752914629559985,0.2268041237113402,866.9716666666667
25021400100,2051.0,987100.0,109318.0,7.62608275807238,13.80252663040598,11.602016344960637,0.8932696136997212,0.1911589008363202,0.702110712863401,0.10673038630027877,0.6478696741854637,1,0.19868049010367578,0.19811320754716982,5174.049166666667
25021400700,2525.0,774600.0,148333.0,7.83399634170946,13.56010204606279,11.907215025286732,0.729151817533856,0.24019957234497505,0.488952245188881,0.2637205987170349,0.40076923076923077,1,0.059821685360943344,0.07909117054932413,4060.1949999999997
25021402500,1332.0,718200.0,121650.0,7.194436851100335,13.48450336077412,11.708903348211669,0.38228699551569506,0.044282511210762335,0.33800448430493274,0.6177130044843049,0.39264990328820115,0,0.16300940438871472,0.03436123348017621,3764.565
25021410400,1441.0,389300.0,93138.0,7.273092595999522,12.872105533598548,11.441837543254499,0.38943894389438943,0.13077557755775576,0.25866336633663367,0.6105610561056105,0.4661716171617162,0,0.11968348170128586,0.053742169469172436,2040.5808333333332
25021415200,1697.0,566300.0,89519.0,7.436617265234227,13.246879252101897,11.4022061722353,0.28104575163398693,0.011437908496732025,0.2696078431372549,0.7189542483660131,0.28294573643410853,0,0.09385338673167334,0.04255701203088526,2968.355833333333
25021417100,1467.0,490800.0,99191.0,7.2909747781429814,13.103791991818893,11.504802563350678,0.38941176470588235,0.26705882352941174,0.1223529411764706,0.6105882352941177,0.3335294117647059,1,0.06818648593140275,0.05319367426576299,2572.61
25021417802,602.0,355000.0,26571.0,6.400257445308821,12.779873068457553,10.187575674477692,0.6535022354694486,0.37481371087928467,0.2786885245901639,0.3464977645305514,0.707611152976639,1,0.11632970451010886,0.28211508553654746,1860.7916666666667
